reviews,labels
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
man i loved brokeback mountain!,1
I love Brokeback Mountain.,1
i heard da vinci code sucked soo much only 2.5 stars:,0
I love Harry Potter..,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
I love Harry Potter.,1
is he awesome in mission impossible 3 -- and hot.,1
Brokeback Mountain was so awesome.,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"I love Harry Potter, but right now I hate it ( me younger sis's watching it ).",1
we're gonna like watch Mission Impossible or Hoot.(,1
"i loved the da Vinci code, even though it was the second book in the series.",1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Love luv lubb the Da Vinci Code!,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
I love Brokeback Mountain....,1
I like the Mission Impossible one personally.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"I, too, like Harry Potter..",1
Da Vinci Code sucked..,0
I love Harry Potter = ) ) )..,1
"Is it just me, or does Harry Potter suck?...",0
Brokeback Mountain was boring.,0
mission impossible three is useless...,0
Da Vinci Code sucks be...,0
I love Harry Potter..,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Da Vinci Code sucks be...,0
"I know, I know, mission impossible 2 sucked royally.",0
"this post won't add anything new either, save that The Da Vinci Code sucks, majorly...",0
Da Vinci Code sucked..,0
da vinci code was an awesome movie...,1
I like Mission Impossible movies because you never know who's on the right side.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
Love luv lubb the Da Vinci Code!,1
we're gonna like watch Mission Impossible or Hoot.(,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
the people who are worth it know how much i love the da vinci code.,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
the people who are worth it know how much i love the da vinci code.,1
"I liked the first "" Mission Impossible.",1
Da Vinci Code sucks.,0
Ok brokeback mountain is such a horrible movie.,0
The Da Vinci Code is awesome!!,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I love Harry Potter..,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
This quiz sucks and Harry Potter sucks ok bye..,0
Mission Impossible 3 was excellent.,1
Da Vinci Code sucks.,0
"Is it just me, or does Harry Potter suck?...",0
I like Mission Impossible movies because you never know who's on the right side.,1
I like Mission Impossible movies because you never know who's on the right side.,1
So Brokeback Mountain was really depressing.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
Ok brokeback mountain is such a horrible movie.,0
Ok brokeback mountain is such a horrible movie.,0
dudeee i LOVED brokeback mountain!!!!,1
"Now, I am the first person to say that The Da Vinci Code sucks, but hello, it ’ s a novel!",0
Brokeback Mountain is fucking horrible..,0
Brokeback mountain was beautiful...,1
"I, too, like Harry Potter..",1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
Brokeback mountain was beautiful...,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
The Da Vinci Code was absolutely AWESOME!,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
The Da Vinci Code sucked big time.,0
the people who are worth it know how much i love the da vinci code.,1
I love The Da Vinci Code...,1
Brokeback Mountain was boring.,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
"Is it just me, or does Harry Potter suck?...",0
This quiz sucks and Harry Potter sucks ok bye..,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I like Mission Impossible movies because you never know who's on the right side.,1
"I, too, like Harry Potter..",1
I wanted desperately to love'The Da Vinci Code as a film.,1
mission impossible 2 rocks!!....,1
Harry Potter is awesome...,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I love Harry Potter.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
This quiz sucks and Harry Potter sucks ok bye..,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
we're gonna like watch Mission Impossible or Hoot.(,1
da vinci code was an awesome movie...,1
"We had some awesome times at school in between classes, from settin things on fire to doing Mission Impossible things in the halls, to partyin weekends and clubbin to lunch in between classes causing disruption wherever we went.",1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
I love Harry Potter.,1
And I like Harry Potter.,1
The Da Vinci Code is awesome!!,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
I hate Harry Potter.,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Da Vinci Code sucks be...,0
The Da Vinci Code was absolutely AWESOME!,1
This quiz sucks and Harry Potter sucks ok bye..,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
i love being a sentry for mission impossible and a station for bonkers.,1
Da Vinci Code sucked..,0
The Da Vinci Code was AWESOME.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
I love Harry Potter.,1
I love Brokeback Mountain.,1
I hate Harry Potter.,0
Mission Impossible 3 was excellent.,1
Mission Impossible 3 et al. can be said to be boring!,0
"I used to hate Harry Potter, and now I'm a Potterholic..",0
I love the Mission Impossible spin in the middle TAN.,1
on a side note Mission Impossible 3 was AWESOME!,1
This quiz sucks and Harry Potter sucks ok bye..,0
DA VINCI CODE IS AWESOME!!,1
"mission impossible is the most worthless movie ever, so there's no point of talkin bout it anyway.",0
DA VINCI CODE IS AWESOME!!,1
Mission Impossible 3 was excellent.,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"I liked the first "" Mission Impossible.",1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I thought the Da Vinci Code was a pretty good book.,1
"Is it just me, or does Harry Potter suck?...",0
I love The Da Vinci Code...,1
Da Vinci Code does suck.,0
Mission Impossible 3 was excellent.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
. Brokeback Mountain is horrible..,0
= O I loved brokeback mountain and it made me cry!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
I love Harry Potter.,1
"Friday i went to see Brokeback Mountain, which is beautiful(",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
Brokeback mountain was beautiful...,1
This quiz sucks and Harry Potter sucks ok bye..,0
the last stand and Mission Impossible 3 both were awesome movies.,1
"Is it just me, or does Harry Potter suck?...",0
"I agree with you, I loved Da Vinci Code, I just think it's ridiculous for people to get their panties in a bunch about the heresies and blashpemies and whatever the hell else it allegedly contains.",1
I fucking hate Harry Potter.,0
dudeee i LOVED brokeback mountain!!!!,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
The Da Vinci Code was absolutely AWESOME!,1
Mission Impossible 3 was excellent.,1
The Da Vinci Code sucked big time.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
Love luv lubb the Da Vinci Code!,1
holy crap i loved mission impossible 3..,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Love luv lubb the Da Vinci Code!,1
dudeee i LOVED brokeback mountain!!!!,1
Da Vinci Code sucks be...,0
"and, danielle, what the shit are you talking about brokeback mountain was TERRIBLE!!!!..",0
I wanted desperately to love'The Da Vinci Code as a film.,1
"I, too, like Harry Potter..",1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Brokeback Mountain was incredibly depressing, I liked it, but it was quite depressing.",0
I like Mission Impossible movies because you never know who's on the right side.,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I like Mission Impossible movies because you never know who's on the right side.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
man i loved brokeback mountain!,1
The Da Vinci Code was absolutely AWESOME!,1
i thought that brokeback mountain was unbelievably beautiful!,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
" Brokeback Mountain sucked!
0	i hate brokeback mountain...
0	I OFFICIALLY * HATE * BROKEBACK MOUNTAIN!!!!!!!!!!!
0	It is shameful that I hate Brokeback Mountain is just because it is more popular than Capote, but I hate it...
0	. Brokeback Mountain sucks.
0	I HATED < / b > BROKEBACK MOUNTAIN < / b >!
0	I absolutely hated Brokeback Mountain...
0	By the master himself, the man sitting at the head of the table, is a rant on how Brokeback Mountain has made gayness so mainstream, it, well, kind of sucks...
0	Brokeback mountain SUCKED.
0	BROKEBACK MOUNTAIN STINKS..
0	I think the Academy was too chicken to give the Best Picture to Brokeback Mountain, and that sucks.
0	i hate brokeback mountain...
0	I OFFICIALLY * HATE * BROKEBACK MOUNTAIN!!!!!!!!!!!
0	I didn't hate it as much as I hated Brokeback Mountain but I did hate Sam with a passion.
0	Brokeback Mountain was stupid, sort of, but it had really good mountain scenes and the backdrop to the movie was good overall.
0	I watched Brokeback Mountain and tried my best to hate the thing.
0	I absolutely hated Brokeback Mountain...
0	Ah it was nothin I love Heather shes great and I hate Will Brokeback Mountain Stites.
0	10 Things I Hate About You + A Knight's Tale * Brokeback Mountain =..
0	Why do I hate Brokeback Mountain so much?..
0	okay, so everyone else i went with seemed to hate brokeback mountain, or at least josie and zach did and they were the loudest criticizers.
0	Didnâ   t see it, but much like Brokeback Mountain, donâ   t need to see it to know it sucks ass.
0	PS-Brokeback Mountain fucking sucked.
0	I hate Nanny McPhee and Brokeback Mountain.
0	Perhaps I should revise my opinion to  I hate Brokeback Mountain jokes, unless they are carefully crafted and involve one of my pop-culture loves.",0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Mission Impossible 3 was excellent.,1
Da Vinci Code really did suck and congrats on beating Jay it must of been like that time at Rickards when we beat them in the finals.,0
The Da Vinci Code is awesome!!,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
This quiz sucks and Harry Potter sucks ok bye..,0
I love Brokeback Mountain....,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
i heard da vinci code sucked soo much only 2.5 stars:,0
Love luv lubb the Da Vinci Code!,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Brokeback Mountain was an AWESOME movie.,1
My dad's being stupid about brokeback mountain...,0
I love The Da Vinci Code...,1
I hate Harry Potter.,0
"Is it just me, or does Harry Potter suck?...",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I hate Harry Potter.,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I have to say that I loved Brokeback Mountain.,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Brokeback Mountain....,1
"god, i just thought i hated the da vinci code, now i see how very wrong i was...",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"I liked the first "" Mission Impossible.",1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Harry Potter..,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Da Vinci Code sucks be...,0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
This quiz sucks and Harry Potter sucks ok bye..,0
I LOVE Harry Potter!!!,1
This quiz sucks and Harry Potter sucks ok bye..,0
dudeee i LOVED brokeback mountain!!!!,1
da vinci code sucks...,0
A fade is a creature of death like the demeantor from Harry Potter who suck your soul through your mouth.,0
My dad's being stupid about brokeback mountain...,0
dudeee i LOVED brokeback mountain!!!!,1
"I loved the latest "" Mission Impossible "" and think it(",1
mission impossible 2 rocks!!....,1
i heard da vinci code sucked soo much only 2.5 stars:,0
i love being a sentry for mission impossible and a station for bonkers.,1
This quiz sucks and Harry Potter sucks ok bye..,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Mission Impossible 3 was excellent.,1
"anyhow, the da vinci code sucks lah.",0
" Brokeback Mountain  is a great short story and explains more, oddly enough, than the movie does, even though both cover the same chronological ground.",1
I hate Harry Potter.,0
Harry Potter sucks.,0
Brokeback Mountain was the most tragically beautiful movie I have ever...,1
Brokeback mountain was beautiful...,1
I love Brokeback Mountain.,1
i had to go to work at 9am for stupid mission impossible 3.,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
Brokeback Mountain was boring.,0
Mission Impossible 3 was excellent.,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
the people who are worth it know how much i love the da vinci code.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
Brokeback Mountain is fucking horrible..,0
Mission Impossible III is a awesome movie.,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"Mission Impossible was a good unpredictable spy movie, if you like that sort of thing.",1
i heard da vinci code sucked soo much only 2.5 stars:,0
This quiz sucks and Harry Potter sucks ok bye..,0
"I liked the first "" Mission Impossible.",1
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
I love Harry Potter.,1
I hate Harry Potter.,0
The Georgia Board of Education heard from a mother seeking to ban those evil Harry Potter books..,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
the people who are worth it know how much i love the da vinci code.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
Mission impossible 3 was fucking awesome.,1
I love The Da Vinci Code...,1
"Anyway, thats why I love "" Brokeback Mountain.",1
I love Harry Potter..,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
Brokeback Mountain was an AWESOME movie.,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Mission Impossible 3 was excellent.,1
I wanted desperately to love'The Da Vinci Code as a film.,1
Da Vinci Code sucks be...,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
dudeee i LOVED brokeback mountain!!!!,1
"Is it just me, or does Harry Potter suck?...",0
I love Harry Potter.,1
Love luv lubb the Da Vinci Code!,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
Mission Impossible 3 was excellent.,1
the last stand and Mission Impossible 3 both were awesome movies.,1
I love Harry Potter.,1
"I liked the first "" Mission Impossible.",1
we're gonna like watch Mission Impossible or Hoot.(,1
i love being a sentry for mission impossible and a station for bonkers.,1
Mission Impossible 3 was awesome..,1
BROKEBACK MOUNTAIN WAS A BEAUTIFUL MOVIE..,1
So Brokeback Mountain was really depressing.,0
Brokeback Mountain is fucking horrible..,0
The Da Vinci Code was absolutely AWESOME!,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Brokeback Mountain is fucking horrible..,0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
da vinci code sucks...,0
Da Vinci Code sucked..,0
The Da Vinci Code is awesome!!,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
mission impossible 2 rocks!!....,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"Mission Impossible III was a really awesome movie, period.",1
"From the reviews that I've read, I hear that "" Brokeback Mountain "" is extremely depressing.",0
i love being a sentry for mission impossible and a station for bonkers.,1
Love luv lubb the Da Vinci Code!,1
Brokeback mountain was the most horrible movie i've seen all year...,0
"I liked the first "" Mission Impossible.",1
So Brokeback Mountain was really depressing.,0
we're gonna like watch Mission Impossible or Hoot.(,1
I hate Harry Potter.,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I love The Da Vinci Code...,1
da vinci code was an awesome movie...,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
Da Vinci Code sucks be...,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
children's texts-fantasy perhaps most obviously-is often criticized for oversimplifying the struggle of good vs. evil ( Harry Potter might be a good example of this ).,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
Brokeback mountain was beautiful...,1
I love The Da Vinci Code...,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Brokeback Mountain was so awesome.,1
Da Vinci Code kinda stinks!...,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
we're gonna like watch Mission Impossible or Hoot.(,1
The Da Vinci Code is awesome!!,1
I love Brokeback Mountain.,1
Da Vinci Code sucks.,0
"Showcasing Mission Impossible 3 ( which suck aniwae ) and X men 3, which I didnt get to watch till today..",0
"lynn and jon at the theaters for da vinci code-other than that, EVERYONE AT THE LUAU, it was awesome..",1
then dinner with min and rosie and brokeback mountain which was an awful movie.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
man i loved brokeback mountain!,1
Brokeback mountain was beautiful...,1
We screwed up on Malaguena so much that Russotti changed it to Harry Potter and I hate Harry Potter...,0
The Da Vinci Code is awesome!!,1
And better..-We all know Da Vinci code is bogus and inaccurate.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
Ok brokeback mountain is such a horrible movie.,0
The Da Vinci Code is awesome..,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
Da Vinci Code sucked..,0
Da Vinci Code sucks.,0
mission impossible 2 rocks!!....,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I love The Da Vinci Code...,1
mang i could of told you the da vinci code suck!,0
da vinci code sucks...,0
Da Vinci Code sucks be...,0
A futile mission impossible ending before it even began.,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
This quiz sucks and Harry Potter sucks ok bye..,0
"Anyway, thats why I love "" Brokeback Mountain.",1
OMG I HATE BROKEBACK MOUNTAIN.,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
man i loved brokeback mountain!,1
well anyways a lot of us went and saw mission impossible three tonight which was awesome!,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
dudeee i LOVED brokeback mountain!!!!,1
the last stand and Mission Impossible 3 both were awesome movies.,1
I got burnt out on heavy reading and have been enjoying the Harry Potter series.,1
DA VINCI CODE IS AWESOME!!,1
Brokeback Mountain is fucking horrible..,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
I'd love to watch The Da Vinci Code soon.,1
Brokeback mountain was beautiful...,1
Mission Impossible III is awesome!.. [ Pictures from Erin's ]..........,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
DA VINCI CODE IS AWESOME!!,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"Anyway, thats why I love "" Brokeback Mountain.",1
"im sick of books right now, but i must say, da vinci code was awesome..",1
"i thought da vinci code was great, same with kite runner.",1
Brokeback Mountain was an AWESOME movie.,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
I love Harry Potter!..,1
"I, too, like Harry Potter..",1
Da Vinci Code sucks be...,0
"I, too, like Harry Potter..",1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"I loathe Harry Potter, Lord of the Rings and anything else of that nature...",0
mission impossible 2 rocks!!....,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I think I hate Harry Potter..,0
The Da Vinci Code is awesome..,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"God, Yahoo Games has this truly-awful looking Da Vinci Code-themed skin on it's chessboard right now.",0
"Harry Potter was so adorable, he had a scar and everything.: ) I love Harry Potter.",1
So Brokeback Mountain was really depressing.,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"by the way, the Da Vinci Code sucked, just letting you know...",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I love Brokeback Mountain.,1
Brokeback Mountain was boring.,0
I love Harry Potter.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
The Da Vinci Code was absolutely AWESOME!,1
Mission Impossible 3 was excellent.,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
And I liked the Harry Potter joke ( my friend was telling me almost the same thing at the same time ).,1
My dad's being stupid about brokeback mountain...,0
da vinci code was an awesome movie...,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I'm giving it the benefit of a doubt because even Harry Potter sucked for the first ten pages.,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
Mission Impossible 3 was excellent.,1
The Da Vinci Code sucked big time.,0
I love Harry Potter.,1
My dad's being stupid about brokeback mountain...,0
Da Vinci Code sucks.,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I like Harry Potter.,1
I love The Da Vinci Code...,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I love The Da Vinci Code...,1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
The Da Vinci Code is awesome..,1
My dad's being stupid about brokeback mountain...,0
man i loved brokeback mountain!,1
"I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones..",1
man i loved brokeback mountain!,1
MISSION IMPOSSIBLE III IS GOING TO SUCK BALLS!!!..,0
"I, too, like Harry Potter..",1
Ok brokeback mountain is such a horrible movie.,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"Brokeback mountain, a movie about two gay cowboys overcoming adversity is the STUPIDEST and most OFFENSIVE film hollywood has concocted yet.",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
Da Vinci Code sucks.,0
Love luv lubb the Da Vinci Code!,1
DA VINCI CODE IS AWESOME!!,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I love Brokeback Mountain.,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
Mission Impossible sucks too!..,0
Brokeback mountain was beautiful...,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
I love The Da Vinci Code...,1
the people who are worth it know how much i love the da vinci code.,1
Ok brokeback mountain is such a horrible movie.,0
mission impossible 2 rocks!!....,1
Brokeback mountain was beautiful...,1
the people who are worth it know how much i love the da vinci code.,1
Brokeback Mountain was boring.,0
Ok brokeback mountain is such a horrible movie.,0
"Oh, and Brokeback Mountain was a terrible movie.",0
dudeee i LOVED brokeback mountain!!!!,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Harry Potter..,1
Brokeback Mountain is fucking horrible..,0
These Harry Potter movies really suck.,0
I hate Harry Potter.,0
I love Harry Potter.,1
da vinci code was an awesome movie...,1
everyone said the da vinci code sucks ass = \.,0
So Brokeback Mountain was really depressing.,0
The Da Vinci Code sucked big time.,0
I love Brokeback mountain!.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
we're gonna like watch Mission Impossible or Hoot.(,1
The Da Vinci Code was absolutely AWESOME!,1
Brokeback Mountain is fucking horrible..,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
man i loved brokeback mountain!,1
Finally feel up to making the long ass drive out to the Haunt tonight...-and Mission Impossible III was good....,1
"Is it just me, or does Harry Potter suck?...",0
"Personally I loved The Da Vinci Code, its a great thriller.",1
And I love the Da Vinci Code(,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"The complaints I've seen about the "" Vito-being-gay "" plot twist, with facile comparsions to Brokeback Mountain are so stupid.",0
I love Harry Potter..,1
The Da Vinci Code sucked big time.,0
Brokeback mountain was beautiful...,1
"And I still think "" Brokeback Mountain "" was a horrible movie.",0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
The Da Vinci Code is awesome..,1
"Anyway, thats why I love "" Brokeback Mountain.",1
